episode_id,policy_model,checkpoint_variant,task,object,tote_placement,external_camera,created_ts_ns,utc_date,session_id,meta_source_path,meta_sha256,static_source_path,static_sha256,initial_item_count
000000000328,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1773132812367761569,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000328/meta.json,335e45c35536fa19b8e8c3223940bba1a1aab77eb5960b64f53f48ae8d898608,phail/v1.0/dataset/rollouts/000000000000/000000000328/static.json,9ee871a34e4641f08d3cc2dd397d4484179939d47572a91a41407ae5581ec953,8
000000000329,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,left,1773133862627350939,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000329/meta.json,c3b1606719574c4043749fd7ac8fe271e19115316d28b68121e17d261e14bfc4,phail/v1.0/dataset/rollouts/000000000000/000000000329/static.json,4ad4a6f1472edc2590dab977038eaa78c372b7c6bd909bf8b2818bda147aa4d8,8
000000000330,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1773134512698287578,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000330/meta.json,1e0a9c958d19e955b7ceab8d97f09a25d4ef380cde876a99a4b3fe31e876d8ad,phail/v1.0/dataset/rollouts/000000000000/000000000330/static.json,5ba91e9d134643a2d7e859411fdc7b7670e8a7c5fa28a020691bcf938ab79c3a,8
000000000331,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,left,1773135371285903029,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000331/meta.json,04d34102365d7bf0463a91737a799f7eca763231a2417a07b6e4a427aef6c8ee,phail/v1.0/dataset/rollouts/000000000000/000000000331/static.json,02b5aca705e25476f39b21e62f012f1e413236fed9c6cc3671e2749224ea4e6e,8
000000000332,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1773135924254044848,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000332/meta.json,5afc6ec58ec031eee7b874c61ebcb918a37e375049df2b17b577952ddb85ad9e,phail/v1.0/dataset/rollouts/000000000000/000000000332/static.json,121caffdbc9edffc0f63a5d218859492ff887e1a98c02b631290da75562fc2f3,8
000000000333,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1773136421808065017,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000333/meta.json,339cdf963018f1fcf7e023fdb1544ccb40406fd8efccc8889650e7ce19dae12b,phail/v1.0/dataset/rollouts/000000000000/000000000333/static.json,7f146da42af44b45488517b02818fc468a537eafda884d9b12e8c67fd12ec299,8
000000000334,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,left,1773137523764500468,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000334/meta.json,9a2ec8fa4784cac0854bcb0d78eb1063197e600b8fee29d0974b4295f1b9296b,phail/v1.0/dataset/rollouts/000000000000/000000000334/static.json,9a51e91883536a65b4abc21ebe661c4ba3a9c32b0e1bc15236464c5cbeeb7d5f,8
000000000335,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,left,1773137867582983049,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000335/meta.json,9824c261accb6578f1e4ccf6c2384001b0ca22059ef58f4b375fe394cfaeea65,phail/v1.0/dataset/rollouts/000000000000/000000000335/static.json,702a88412081d109b98a482e5c4eaeae7fabd01d1a357d03a9261efa8e23070d,8
000000000336,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,left,1773138248958582664,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000336/meta.json,f707799e2a63f571c0a34d9d7552d15c44e86a1b8c8eeb7807bb5e2a9549acc5,phail/v1.0/dataset/rollouts/000000000000/000000000336/static.json,56c0944c869af2abb51aed42d99db86dfe9ee7d6641ed4fb3b104b03925f7c17,8
000000000337,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,left,1773138474969502168,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000337/meta.json,9f91750013948d17d1ed4e2c6906e0153c9f073b3abd6620a8f89bbef49602b5,phail/v1.0/dataset/rollouts/000000000000/000000000337/static.json,da85afd0c9a685ede3da87181ca4ae58c8840d0f771983920efa1f3e01568957,8
000000000338,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773139802396356851,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000338/meta.json,3e285d81d199c62570b0ccde6fe78f0d0f0005dee2f6f4ffff5a49a21f32b98e,phail/v1.0/dataset/rollouts/000000000000/000000000338/static.json,5882475ef6a7b7cf9285120e404e3c8d71a3af4e2e4b999e2d4ad54100033f86,8
000000000339,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,right,1773140364998802053,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000339/meta.json,49934329ff33d4f20db7c2cde09ab07a332095e6439644cda87363c350fb045c,phail/v1.0/dataset/rollouts/000000000000/000000000339/static.json,90a16ab053769f0ad4cb909618d993babc1873fc4dee901d047483b03fb6d012,8
000000000340,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773140649528259877,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000340/meta.json,743cf1ef5cd3ce1835339b5f8a0d344ce5a428a64a73e1d3b03c3bdd6aca02b6,phail/v1.0/dataset/rollouts/000000000000/000000000340/static.json,ca210aceca58c2d7c0996a0c173f15329002658cda5065dea8808e781889d37a,8
000000000341,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773142421398707961,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000341/meta.json,752e07ed046559746065d546ab66e453d4c2a82305c674d192e288b97a8e4534,phail/v1.0/dataset/rollouts/000000000000/000000000341/static.json,cbdf2b6db136bcc399d2eafc8735e651c25cb64b684add572613e8d860d495f1,8
000000000342,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,right,1773143086371236939,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000342/meta.json,583102513c700345d17470e031b85afefabe80f22a784f70af7c2492937673d7,phail/v1.0/dataset/rollouts/000000000000/000000000342/static.json,99696523629cfc29cfd63ee30191af7685917e0b298e0dd5e6fa3fb41d3ac7f1,8
000000000343,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773144043228199988,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000343/meta.json,f980ca2e04442c5ec1782a0d7a1efcc22a6d63de727ef664e8b87863d4e071a1,phail/v1.0/dataset/rollouts/000000000000/000000000343/static.json,ab7586c6bc9f190dd83d44d8a92581ac7ca8b264f81675d127a98122b5d10a97,8
000000000344,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,right,1773144358089666204,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000344/meta.json,553bd06477ba7bfaa94d623976a63631b78ea2a9dabda358848e06d4ae2074b7,phail/v1.0/dataset/rollouts/000000000000/000000000344/static.json,63083fd3dc57c41a4117ee3be218e1d6e384d10b5fab42dd0c3bb6fe45a3738f,8
000000000345,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773144693193359944,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000345/meta.json,4e0a941fc521635313c29b04559f9978f30fa007923b2879dbb286939a0170e7,phail/v1.0/dataset/rollouts/000000000000/000000000345/static.json,f96927790d2eccda77124719756d5d64ea09e82db02b78f9ed2da713268e071b,8
000000000346,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,right,1773145144878772443,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000346/meta.json,934ef4032cacb6ddf23ee2a17d1d2f34b58534dc6e171dbff37e39627657a0ea,phail/v1.0/dataset/rollouts/000000000000/000000000346/static.json,d452e302fd256306c4aef517ec3a7f65349920d5fb10cf67c2bd114e191dfd2b,8
000000000347,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773145498129846130,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000347/meta.json,f287450b115696388a93f7e43c321f1dcc44b1f594f126fe85243d8a299b21c2,phail/v1.0/dataset/rollouts/000000000000/000000000347/static.json,b50360cbd0730acfab388e185947f56ec32e7ca53ded3c6e1e6e76449376770d,8
000000000348,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773145937971445916,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000348/meta.json,b8467043ce9d787d0398a3eec6bbac290361cb857455e8d5801286fd20ca18ee,phail/v1.0/dataset/rollouts/000000000000/000000000348/static.json,7aee854c22c2f094fe8fa2ba02ffa2d48e83d9d9bda9ff652488dce75dac0677,8
000000000349,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,left,right,1773148141987972094,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000349/meta.json,64aa16bc5cdf850e1d8e61d15cf6d19cd4d93b3283ae96adf42ee439cdef7ee6,phail/v1.0/dataset/rollouts/000000000000/000000000349/static.json,3c466e00645de6cd2e5b5282df27b81e82271fd6ba0344c5bb73b0e6a3a26f89,8
000000000350,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Scissors,right,right,1773148424406953987,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000350/meta.json,195cf197104642dc79f46ba7cc0b84aaef3c6c8cd4a8cededb25caeadd8d7bef,phail/v1.0/dataset/rollouts/000000000000/000000000350/static.json,aac108108d430ef387df9949a46ee1b3941f412235dbfcb672d1850ebfaeab08,8
000000000351,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773149051550270456,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000351/meta.json,36df2327acc4748b1ec45d6f554e36182bee3c1de50a08220aa13006a90d0ced,phail/v1.0/dataset/rollouts/000000000000/000000000351/static.json,aaef3f7ae3a6328a0f40ecd3ec6a4a8460285c903765243d028f3116baf1a51a,8
000000000352,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773149435333135228,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000352/meta.json,0ff3fdcb194e181f1398e753283143ae760a8857f605ace2558c4fefbabf57fb,phail/v1.0/dataset/rollouts/000000000000/000000000352/static.json,a75c440c1c1fdc05d1379c308b427c35e095ac2ed2dd5b662560e77ef334af94,8
000000000353,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773150248182924637,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000353/meta.json,312009c9b7de92105eb86b8ff880c9def0b398c50022a2bdc268237494aaf50a,phail/v1.0/dataset/rollouts/000000000000/000000000353/static.json,33bf401f2e199f6dc3b4b26832ca61de2f28b0fbe0df4b0834f480e4bad2582e,8
000000000354,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773150742989061230,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000354/meta.json,08b957bc738ca8dedfc8d4577bf823b5097851dea1b42277ba2a605573da5c17,phail/v1.0/dataset/rollouts/000000000000/000000000354/static.json,c923a491b3b75f92626a031a613a1cd6baa33e81b69e76eca2e55b5077a3dd8f,8
000000000355,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773151298666607903,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000355/meta.json,d41854e13521aefb55e6583556b0089a8fd7a6e63c1a35b74353507371160167,phail/v1.0/dataset/rollouts/000000000000/000000000355/static.json,27a8eec171a88f2e5c36c7bda140d860f515b3bb5f74fc90d333e8b940249316,8
000000000356,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773151577836043618,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000356/meta.json,0d140efe3fb79aa7539d74d2285478d25a16d828fe29c6bc02ca3086a91c4304,phail/v1.0/dataset/rollouts/000000000000/000000000356/static.json,1d7cfcbd34200197198c8d6dc2a9c0a5b34b63dbdf20c201a78759506598f25b,8
000000000357,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773151934555429470,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000357/meta.json,5899af10e8acd3587a6a3e7a6de44a492aafbed28918c0e73f6a7d8f08db61e1,phail/v1.0/dataset/rollouts/000000000000/000000000357/static.json,45e88159b18656a106ac7663aa94f74556b935b3c695a15fd8333f3426b1e6b2,8
000000000358,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773152205305261706,2026-03-10,,phail/v1.0/dataset/rollouts/000000000000/000000000358/meta.json,036a323c150235829881aa6367b7ad313e4faf976c665524ae369b9be44f9312,phail/v1.0/dataset/rollouts/000000000000/000000000358/static.json,d9edda8387ed86d176408307808778198ef78fb6f506ca5af8c43388c45ed7bc,8
000000000359,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773402330916920456,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000359/meta.json,6e7f06793a6749ac95daf53a826a2966ef85baca35570c99da82bc64fc4eb0ac,phail/v1.0/dataset/rollouts/000000000000/000000000359/static.json,e53cb23a9662ef9545cb219551fa8d1f28bd9e802dbbb900c3962453ad2698b8,8
000000000360,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773402616805250596,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000360/meta.json,024e0ad729fac1c453f8cfd3ca2b411bd74bbe90a8cc40f00f39966db1b7fb4e,phail/v1.0/dataset/rollouts/000000000000/000000000360/static.json,41296c84dcb68bd441704fcc79b48a0875c43b1c43e9069d83f6824654faf8c4,8
000000000361,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773403435680445999,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000361/meta.json,102382cffe13edd14e0bb487c82a8138176feb31c1929d52fafe8e1b5d6567b2,phail/v1.0/dataset/rollouts/000000000000/000000000361/static.json,a5eb4808c1a71385837afc59af5dc90fe7a2d9c9dfeb96acf697aa265872979f,8
000000000362,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773403759892541579,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000362/meta.json,b2462172d5b979716a3a57db807ab6c8d4f592f0e7219a8c0aa003ba535b911b,phail/v1.0/dataset/rollouts/000000000000/000000000362/static.json,a26963f0bf177e51b09faa1491f662969408fa06dafa9f57a00993f39ffca761,8
000000000363,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,right,1773404026718173640,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000363/meta.json,ec822e0a9e73eb8ac99fe5b171aac54dfb9575cfb83f6ca06b992211805f4310,phail/v1.0/dataset/rollouts/000000000000/000000000363/static.json,51b3678543bf49913821d83905d2ec31e984168c52bfc81a20cc499cd7d573da,8
000000000364,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,right,1773404312149047911,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000364/meta.json,a585b682158aea524fc84b325e8fefcac87c64fe268f9675e089577bb38e5d76,phail/v1.0/dataset/rollouts/000000000000/000000000364/static.json,06eaa80472e33f578aba69f328402409d844c36de56ff0f8a2d65574a1228117,8
000000000365,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1773406285925779982,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000365/meta.json,a3f0a9b118e5740e5a17016039dbc88167e641305f6b41e7bdc42874f27e7dfa,phail/v1.0/dataset/rollouts/000000000000/000000000365/static.json,39e825982db42a73042f2a9d3458081b3bcc988bf9132792182e4e9d19e8c0d8,8
000000000366,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1773406634502237182,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000366/meta.json,bf37a0df8b97b4719039a313fe23d43673b56cd40a627fac477558ec5449e18b,phail/v1.0/dataset/rollouts/000000000000/000000000366/static.json,f38664f720eb07ca217a3062091d4aca6ae3224b60fd31d969d2be3d5ed715b6,8
000000000367,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,right,left,1773406993003775225,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000367/meta.json,c74ef93f58768326ce16477779c630618155fb5c9056a489c1454eb04f364b88,phail/v1.0/dataset/rollouts/000000000000/000000000367/static.json,926c4d24d32cb93a28273273273860b184cf14eebf5534ef5331db89447bc3bf,8
000000000368,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Towels,left,left,1773407341136795931,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000368/meta.json,d58c6b5acad18bdbc4378f8fb805bd925474dff5c5f1362a0165d424e65bc502,phail/v1.0/dataset/rollouts/000000000000/000000000368/static.json,8fb1c3c1c18b564083bc9005005113b2943439c0433768c63f15567ccee56428,8
000000000369,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,left,1773410177561147821,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000369/meta.json,91cf4d533deaf275313f3f0b7300508c601c69f5e0a4bc7266260bb200b9a6cf,phail/v1.0/dataset/rollouts/000000000000/000000000369/static.json,5aa602e5ea0bb249d80cf624bcec77e5223dd705c6c789aaafa73cad313f5b9d,8
000000000370,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1773410451199241481,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000370/meta.json,5a04022234c9e4c7101357b5e784cd5a0d751403944e031f2e41c9903b33a6a5,phail/v1.0/dataset/rollouts/000000000000/000000000370/static.json,38b5639540c70b42f880f36a5135ec79035d92f96274f431fe9a13af9f209f85,8
000000000371,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1773411158745647499,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000371/meta.json,23d0d3ed6ea78b70780ad02dcd2f67e6dcbf3700a928152a3ce5ea23841cfa59,phail/v1.0/dataset/rollouts/000000000000/000000000371/static.json,d846667273d7930095e0fe7d7a27c919712a931ef0259fb76656bb5849aa7729,8
000000000372,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,left,1773411388103237704,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000372/meta.json,44c19f2aceb4fc95d398ae46027500217ef2c36a45b19b18ad8d642b89f26dc0,phail/v1.0/dataset/rollouts/000000000000/000000000372/static.json,db897b2319150f59d490798185476af1a35987ccd74c87fe2386109bf5527aa1,8
000000000373,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1773412353297174233,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000373/meta.json,75f9d8abf29d15cfa3d9823eea8a77cdb872e07f604230a9c9548803e9f782b6,phail/v1.0/dataset/rollouts/000000000000/000000000373/static.json,b344013e878b0c68c9150701115e949ced390eafa3aadb43368e5d982d753042,8
000000000374,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1773412626135491170,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000374/meta.json,a5427b37fb1ff92d2c38297e9e6ed82540d244efa8578c92f052185cc5d77316,phail/v1.0/dataset/rollouts/000000000000/000000000374/static.json,9b820f47dd350b58af8b9932014007e1a98059e84e85e628b8d1d2a9ebb33a60,8
000000000375,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1773412907612799878,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000375/meta.json,b1b58a185799e0b927162e03b1e54720a5e3f81a299a045e4c5ec39cf1975181,phail/v1.0/dataset/rollouts/000000000000/000000000375/static.json,1f2a554b69273a7c0dc8377b5ec86c1c17ddac8ec8306d24453a49c9fc844593,8
000000000376,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1773413198851482593,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000376/meta.json,65ce9313067df87199549f6bf55ecdca91dee3db755dc4d5598cad7f77790fa6,phail/v1.0/dataset/rollouts/000000000000/000000000376/static.json,0fdd3484b67f657dbc1aa68fe3603045627d473cc8b9192a515b375c6c40d58d,8
000000000377,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1773414043513527629,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000377/meta.json,631b28481ee417707dcbc0582bafaebd669418b65d1b06da505cb27734fdc18e,phail/v1.0/dataset/rollouts/000000000000/000000000377/static.json,b2dc0522bb4be7e76540723364c81d7eea440948b7d299cd5d2971e49907e8e7,8
000000000378,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1773414715085166641,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000378/meta.json,5809224ce92d57282233c79a5a5d6cfe0eecdddc525d72b10efeaaaefc5285b4,phail/v1.0/dataset/rollouts/000000000000/000000000378/static.json,60116351f50fe9bcc066e69a0179326dc53800ae7f4e5a0768c3f823bc2a84b4,8
000000000379,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1773415220796416721,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000379/meta.json,0b92cf73035094701c37acd3b035ea892db2e048b67ea98e7c70d32f26cdfdab,phail/v1.0/dataset/rollouts/000000000000/000000000379/static.json,97cd2fbfc394395a0294e6804b4cd90584944a3f688c9f791d7f28199601cf74,8
000000000380,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,right,1773415694549021480,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000380/meta.json,b5d6dddff01a4d0c50ff9c34777cd39d0aea67a9721d807015491df3694c1605,phail/v1.0/dataset/rollouts/000000000000/000000000380/static.json,58ddaa39e90cc28c462f626845ad9a4e95d213d2296e06075fad49ab070fb78c,8
000000000381,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,right,1773416757381573453,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000381/meta.json,b173cde80b7d101639d17231b59c79155f2589c96fcd0eac1788e4c6890a385c,phail/v1.0/dataset/rollouts/000000000000/000000000381/static.json,00e677ef7579d76a8097695e7f3925f4f2632eb629e62507d970f2f06882c4e0,8
000000000382,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,left,1773417181576337024,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000382/meta.json,5d0a61eb8284c5a20ba30dae27bb663a235622242f68f40120904bcc8e833b24,phail/v1.0/dataset/rollouts/000000000000/000000000382/static.json,f993a8ba538b6164b51c8c76a1401b849a8b4003e7dfa4413887109e396ee43c,8
000000000383,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,right,left,1773417705707127718,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000383/meta.json,0cf10feba7c348b3542014bad03f65eddfd2d4f3b3ca37b21f63821e67db4f36,phail/v1.0/dataset/rollouts/000000000000/000000000383/static.json,e58bd5b313f0c7a51b1efc1787c05bb3308c4b96452007aa271ef32902f621a2,8
000000000384,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Wooden spoons,left,left,1773417999157025076,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000384/meta.json,128ba9206b6febc4fb1fac8488d1bd6b2a2700c9d6cabd0578e147c987038701,phail/v1.0/dataset/rollouts/000000000000/000000000384/static.json,ffa9718f2dd40d27b43ea7268ff89d5c8a73df10b261aafb4305deac6c735a9c,8
000000000385,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,left,1773418555408407666,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000385/meta.json,28729541cea09457d8efba70af9bbb993b927eb52b3f624352a752d4f70eb74a,phail/v1.0/dataset/rollouts/000000000000/000000000385/static.json,1eed93857a79cb7a8b2e1c359766309d3dc97f40da499401c7520b6acf408de7,8
000000000386,act,270226-ee:220000,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,right,left,1773418824512797776,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000386/meta.json,09f04170e9931a3ac11815f1794012efd5aa28549b852c6e53dafbd556ee474e,phail/v1.0/dataset/rollouts/000000000000/000000000386/static.json,9c1794549471acd11d55af5011841e593da9b91eac727b291f7f522dbab3ce32,8
000000000387,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,left,1773419108483410250,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000387/meta.json,5b44b38740de17bb830b9dcd090736e4de52ecf04e9e902a6c45b6753f1b0772,phail/v1.0/dataset/rollouts/000000000000/000000000387/static.json,7f6189d2b9454205c4640dc13769a75c64681cde519b83f0b1d8bb459d727f70,8
000000000388,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,right,left,1773419236403640669,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000388/meta.json,2e838f6857c79af1bd9b68b9839583824947101788f38e9d751f130b97c96d0a,phail/v1.0/dataset/rollouts/000000000000/000000000388/static.json,e363e82f5c850b88ac30ff4505e3987dc0655a6cafd71ca89bfc8a631cb54d17,8
000000000389,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,right,right,1773419710636522003,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000389/meta.json,d554c4e1bf30b4c4697c0b2bcf44a574a696c719911dbcf2c46548ca75ae9b41,phail/v1.0/dataset/rollouts/000000000000/000000000389/static.json,368e404b13ec5410b69d7096fb86be04d3e3923dbb84f8f1f26e7b001671bb59,8
000000000390,openpi,270226-ee:199999,Pick all the items one by one from transparent tote and place them into the large grey tote.,Batteries,left,right,1773419970610457961,2026-03-13,,phail/v1.0/dataset/rollouts/000000000000/000000000390/meta.json,07eb573d1d70440c39780432592e35b5819bc68b8ba4d81d6209c6ef02b51235,phail/v1.0/dataset/rollouts/000000000000/000000000390/static.json,b3535a9bf4b3a2437c05ade036c50c8c9b2291331cc3eefbc16cbda7e92c1f33,8
